Event.Id,Event.Date,Make,Model,Make_Model,Aircraft.Category,Injury.Severity,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Purpose.of.flight,Aircraft.damage
20101013X94624,2010-10-08,PIPER,PA-32R-300,PIPER PA-32R-300,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101009X35701,2010-10-09,PIPER,PA-12,PIPER PA-12,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Positioning,Substantial
20101026X04452,2010-10-09,AERONCA,7AC,AERONCA 7AC,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20101011X84816,2010-10-10,CESSNA,172SP,CESSNA 172SP,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101012X95742,2010-10-10,BEECH,C24,BEECH C24,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20101019X65129,2010-10-10,CESSNA,180,CESSNA 180,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20101011X34733,2010-10-11,CESSNA,120,CESSNA 120,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Positioning,Substantial
20101012X90333,2010-10-11,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101014X93148,2010-10-11,LUSCOMBE,8D,LUSCOMBE 8D,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,VMC,,Personal,Substantial
20101115X65449,2010-10-11,GRUMMAN,G-164,GRUMMAN G-164,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20101012X62650,2010-10-12,ROBINSON HELICOPTER,R22 BETA,ROBINSON HELICOPTER R22 BETA,Helicopter,Non-Fatal,0.0,0.0,1.0,1.0,VMC,,Instructional,Substantial
20101013X62218,2010-10-12,BOEING,A75N1(PT17),BOEING A75N1(PT17),Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101014X41041,2010-10-13,MOONEY,M20E,MOONEY M20E,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Ferry,Substantial
20101019X13052,2010-10-13,BELL,206B,BELL 206B,Helicopter,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20101015X90110,2010-10-14,BELL,206B,BELL 206B,Helicopter,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Positioning,Substantial
20101022X03045,2010-10-14,BEECH,A36,BEECH A36,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20101206X53337,2010-10-14,PIPER,PA36,PIPER PA36,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,UNKNOWN,,Unknown,Substantial
20101015X73141,2010-10-15,BELL,206B,BELL 206B,Helicopter,Fatal,1.0,0.0,0.0,0.0,VMC,,Public Aircraft,Substantial
20101019X30046,2010-10-15,BEECH,A36,BEECH A36,Airplane,Fatal,4.0,0.0,0.0,0.0,IMC,,Personal,Destroyed
20101019X93341,2010-10-15,MAULE,MXT-7-180A,MAULE MXT-7-180A,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101026X33940,2010-10-15,CESSNA,182K,CESSNA 182K,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20101115X31938,2010-10-15,BELL,212,BELL 212,Helicopter,Fatal,8.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Substantial
20101019X43910,2010-10-16,PIPER,PA-12,PIPER PA-12,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20101019X94819,2010-10-16,SCHWEIZER,269C,SCHWEIZER 269C,Helicopter,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20101018X84634,2010-10-17,CESSNA,180,CESSNA 180,Airplane,Non-Fatal,0.0,1.0,0.0,1.0,VMC,,Personal,Substantial
20101022X22024,2010-10-17,PIPER,PA-28-140,PIPER PA-28-140,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20101022X62831,2010-10-17,BOEING,PT17,BOEING PT17,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101019X33258,2010-10-18,BOMBARDIER INC,CL-600-2B19,BOMBARDIER INC CL-600-2B19,Airplane,Non-Fatal,0.0,0.0,0.0,53.0,VMC,,Unknown,Minor
20101019X50439,2010-10-18,BEECH,1900C,BEECH 1900C,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Unknown,Substantial
20101019X71234,2010-10-18,BEECH,A100,BEECH A100,Airplane,Non-Fatal,0.0,0.0,0.0,5.0,VMC,,Public Aircraft,Substantial
20101020X41240,2010-10-18,AMERICAN CHAMPION AIRCRAFT,8KCAB,AMERICAN CHAMPION AIRCRAFT 8KCAB,Airplane,Fatal,2.0,0.0,0.0,0.0,VMC,,Instructional,Substantial
20101020X41300,2010-10-18,CESSNA,172,CESSNA 172,Airplane,Fatal,2.0,0.0,0.0,0.0,VMC,,Unknown,Substantial
20101020X92632,2010-10-19,PIPER,PA28,PIPER PA28,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Instructional,Substantial
20101022X02251,2010-10-19,CESSNA,182L,CESSNA 182L,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20101025X42125,2010-10-19,CESSNA,195,CESSNA 195,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20101021X71005,2010-10-20,CESSNA,TU206G,CESSNA TU206G,Airplane,Fatal,5.0,0.0,0.0,0.0,VMC,,Unknown,Destroyed
20101022X34123,2010-10-20,BOEING,A75,BOEING A75,Airplane,Non-Fatal,0.0,1.0,0.0,1.0,VMC,,Personal,Substantial
20101021X05628,2010-10-21,ROCKWELL INTERNATIONAL,112TC,ROCKWELL INTERNATIONAL 112TC,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101021X23946,2010-10-21,CIRRUS,SR20,CIRRUS SR20,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Instructional,Substantial
20101021X62502,2010-10-21,CIRRUS DESIGN CORP,SR-22,CIRRUS DESIGN CORP SR-22,Airplane,Fatal,3.0,0.0,0.0,0.0,IMC,,Personal,Substantial
20101022X05459,2010-10-21,AIR TRACTOR INC,AT-802,AIR TRACTOR INC AT-802,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Flight Test,Substantial
20101026X44534,2010-10-21,BEECH,95-B55 (T42A),BEECH 95-B55 (T42A),Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Personal,Destroyed
20101213X72530,2010-10-21,PIPER,PA-46-500TP,PIPER PA-46-500TP,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Flight Test,
20101023X35000,2010-10-22,CESSNA,185,CESSNA 185,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Personal,Substantial
20101023X94911,2010-10-23,PIPER,PA-28-236,PIPER PA-28-236,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,IMC,,Personal,Substantial
20101024X70145,2010-10-23,CESSNA,340A,CESSNA 340A,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20101110X21415,2010-10-23,PIPER,PA-28R-200,PIPER PA-28R-200,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20111108X10934,2010-10-23,PIPER,PA32 - 301,PIPER PA32 - 301,Airplane,Fatal,1.0,0.0,0.0,0.0,UNKNOWN,,Personal,Substantial
20101025X62019,2010-10-25,CESSNA,T210N,CESSNA T210N,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20101025X62111,2010-10-25,CESSNA,340A,CESSNA 340A,Airplane,Fatal,3.0,0.0,0.0,0.0,IMC,,Business,Substantial
20101102X13215,2010-10-25,MOONEY,M20J,MOONEY M20J,Airplane,Fatal,4.0,0.0,0.0,0.0,IMC,,Personal,Substantial
20101026X35112,2010-10-26,BEECH,B36TC,BEECH B36TC,Airplane,Fatal,2.0,0.0,0.0,0.0,IMC,,Personal,Substantial
20101027X04916,2010-10-27,BOEING,757-223,BOEING 757-223,Airplane,Non-Fatal,0.0,0.0,0.0,160.0,UNKNOWN,,Unknown,Substantial
20101027X85534,2010-10-27,PIPER,PA-31-350,PIPER PA-31-350,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101029X33606,2010-10-27,PIPER,PA-22-150,PIPER PA-22-150,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101028X12506,2010-10-28,CESSNA,210A,CESSNA 210A,Airplane,Fatal,1.0,0.0,0.0,0.0,IMC,,Personal,Substantial
20101028X53602,2010-10-28,CESSNA,172P,CESSNA 172P,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20101029X90146,2010-10-28,PIPER,PA-28-151,PIPER PA-28-151,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101105X05553,2010-10-28,CESSNA,177RG,CESSNA 177RG,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101030X52655,2010-10-29,PIPER,PA46-500TP,PIPER PA46-500TP,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Personal,Substantial
20101031X30917,2010-10-29,BOEING,737,BOEING 737,Airplane,Non-Fatal,0.0,0.0,0.0,142.0,VMC,,Unknown,Substantial
20101101X21849,2010-10-29,ROBINSON HELICOPTER,R22 BETA,ROBINSON HELICOPTER R22 BETA,Helicopter,Non-Fatal,0.0,2.0,0.0,0.0,VMC,,Instructional,Substantial
20101102X04530,2010-10-29,PIPER,PA-32R-301T,PIPER PA-32R-301T,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20101110X11702,2010-10-29,CESSNA,180,CESSNA 180,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101221X83111,2010-10-31,PIPER,J3C-65,PIPER J3C-65,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20101102X22920,2010-11-01,LUSCOMBE,8A,LUSCOMBE 8A,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Personal,Substantial
20101103X13908,2010-11-01,CESSNA,172S,CESSNA 172S,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Personal,Substantial
20101102X01100,2010-11-02,CESSNA,U206B,CESSNA U206B,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101103X34855,2010-11-02,BOMBARDIER INC,CL-600-2B19,BOMBARDIER INC CL-600-2B19,Airplane,Non-Fatal,0.0,0.0,0.0,41.0,VMC,,Unknown,Substantial
20101103X44221,2010-11-02,BOMBARDIER INC,CL-600-2B19,BOMBARDIER INC CL-600-2B19,Airplane,Non-Fatal,0.0,0.0,0.0,37.0,VMC,,Unknown,Substantial
20110308X73742,2010-11-02,BOEING,777,BOEING 777,Airplane,,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Minor
20101103X83727,2010-11-03,BELL,206,BELL 206,Helicopter,Fatal,1.0,0.0,1.0,0.0,VMC,,Other Work Use,Substantial
20101108X42555,2010-11-03,PIPER,PA-18-150,PIPER PA-18-150,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101123X92602,2010-11-03,PIPER,PA46,PIPER PA46,Airplane,Fatal,2.0,0.0,0.0,0.0,UNKNOWN,,Personal,Destroyed
20101105X14014,2010-11-04,CESSNA,150H,CESSNA 150H,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,VMC,,Personal,Substantial
20101106X72545,2010-11-04,CESSNA,172S,CESSNA 172S,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101115X24123,2010-11-04,BOEING,737,BOEING 737,Airplane,,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Minor
20101116X32303,2010-11-05,BEECH,1900,BEECH 1900,Airplane,Fatal,21.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Destroyed
20101106X84528,2010-11-06,CESSNA,T210N,CESSNA T210N,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20101108X43405,2010-11-06,AVIAT AIRCRAFT INC,A-1B,AVIAT AIRCRAFT INC A-1B,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101110X44157,2010-11-06,LUSCOMBE,8A,LUSCOMBE 8A,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101108X84714,2010-11-08,BOMBARDIER INC,DHC-8-402,BOMBARDIER INC DHC-8-402,Airplane,Non-Fatal,0.0,0.0,0.0,77.0,VMC,,Unknown,Substantial
20101109X00102,2010-11-08,PIPER,PA-22-160,PIPER PA-22-160,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Personal,Substantial
20101109X12401,2010-11-09,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Flight Test,Substantial
20101110X42226,2010-11-09,ROBINSON,R22,ROBINSON R22,Helicopter,Fatal,1.0,0.0,0.0,0.0,VMC,,Unknown,Substantial
20110315X93232,2010-11-09,BOEING,747,BOEING 747,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,UNKNOWN,,Unknown,Minor
20101110X95242,2010-11-10,PIPER,PA30,PIPER PA30,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101116X70227,2010-11-10,AERONCA,7AC,AERONCA 7AC,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20101113X00616,2010-11-11,MOONEY,M20F,MOONEY M20F,Airplane,Fatal,2.0,0.0,0.0,0.0,VMC,,Personal,Substantial
20101115X72424,2010-11-11,BOEING,737-832,BOEING 737-832,Airplane,,0.0,0.0,0.0,0.0,VMC,,Unknown,
20101116X12908,2010-11-11,MOONEY,M20B,MOONEY M20B,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20101112X34929,2010-11-12,EUROCOPTER,AS350B2,EUROCOPTER AS350B2,Helicopter,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Aerial Observation,Substantial
20101113X11052,2010-11-12,AERONCA,O58B,AERONCA O58B,Airplane,Non-Fatal,0.0,1.0,1.0,0.0,VMC,,Personal,Substantial
20101115X04138,2010-11-12,CESSNA,172R,CESSNA 172R,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20101115X05215,2010-11-12,CESSNA,182,CESSNA 182,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101115X63952,2010-11-12,BOEING,767,BOEING 767,Airplane,,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,
20101115X72341,2010-11-12,CIRRUS DESIGN CORP,SR22,CIRRUS DESIGN CORP SR22,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101116X70645,2010-11-13,BELL,412EP,BELL 412EP,Helicopter,Fatal,3.0,0.0,0.0,0.0,IMC,,Business,Destroyed
20101125X55713,2010-11-13,PIPER,PA-28-140,PIPER PA-28-140,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101114X85519,2010-11-14,CESSNA,150J,CESSNA 150J,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Instructional,Substantial
20101115X02256,2010-11-14,CESSNA,172N,CESSNA 172N,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20101115X50550,2010-11-14,BEECH,C35,BEECH C35,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Personal,Substantial
20101115X92934,2010-11-14,SCHWEIZER,300C,SCHWEIZER 300C,Helicopter,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20101116X51712,2010-11-15,EMBRAER,ERJ 170-200 LR,EMBRAER ERJ 170-200 LR,Airplane,Non-Fatal,0.0,0.0,0.0,80.0,VMC,,Unknown,Substantial
20101116X80945,2010-11-15,CESSNA,172K,CESSNA 172K,Airplane,Non-Fatal,0.0,0.0,3.0,0.0,VMC,,Personal,Substantial
20101116X04443,2010-11-16,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101117X70315,2010-11-17,DIAMOND AIRCRAFT IND INC,DA20-C1,DIAMOND AIRCRAFT IND INC DA20-C1,Airplane,Fatal,2.0,0.0,0.0,0.0,VMC,,Instructional,Substantial
20101118X25102,2010-11-18,BEECH,35-33,BEECH 35-33,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101118X74618,2010-11-18,CESSNA,M337B,CESSNA M337B,Airplane,Fatal,3.0,0.0,0.0,0.0,IMC,,Public Aircraft,Substantial
20101129X70028,2010-11-18,AMERICAN CHAMPION AIRCRAFT,8GCBC,AMERICAN CHAMPION AIRCRAFT 8GCBC,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Personal,Substantial
20101130X61641,2010-11-18,PIPER,PA-25,PIPER PA-25,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Aerial Application,Destroyed
20101210X51810,2010-11-18,PIPER,PA-28RT-201T,PIPER PA-28RT-201T,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20101202X23228,2010-11-19,BEECH,95-C55,BEECH 95-C55,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101203X51019,2010-11-19,CESSNA,501,CESSNA 501,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,IMC,,Unknown,Substantial
20101123X80609,2010-11-21,PIPER,PA-24-260,PIPER PA-24-260,Airplane,Fatal,2.0,0.0,0.0,0.0,IMC,,Personal,Substantial
20101123X84216,2010-11-21,CESSNA,172G,CESSNA 172G,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101124X02322,2010-11-21,CESSNA,172N,CESSNA 172N,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Personal,Substantial
20101122X40458,2010-11-22,BEECH,19A,BEECH 19A,Airplane,Fatal,3.0,0.0,0.0,0.0,VMC,,Personal,Substantial
20101122X91647,2010-11-22,BELL,407,BELL 407,Helicopter,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Positioning,Substantial
20101203X60119,2010-11-23,EMBRAER,EMB-145LR,EMBRAER EMB-145LR,Airplane,Non-Fatal,0.0,0.0,1.0,48.0,VMC,,Unknown,
20101123X35502,2010-11-24,PIPER,PA 46-350P,PIPER PA 46-350P,Airplane,Fatal,3.0,0.0,0.0,0.0,IMC,,Personal,Substantial
20101124X20432,2010-11-24,BOMBARDIER INC,CL-600-2C10,BOMBARDIER INC CL-600-2C10,Airplane,Non-Fatal,0.0,0.0,0.0,69.0,IMC,,Unknown,Substantial
20101124X21352,2010-11-24,CESSNA,172M,CESSNA 172M,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Aerial Observation,Destroyed
20101125X11507,2010-11-25,MOONEY,M20R,MOONEY M20R,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Ferry,Substantial
20110215X93645,2010-11-25,CESSNA,182M,CESSNA 182M,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20101130X41530,2010-11-26,BOEING,747,BOEING 747,Airplane,Non-Fatal,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Minor
20101129X70436,2010-11-27,CESSNA,172E,CESSNA 172E,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,VMC,,Personal,Substantial
20101129X70841,2010-11-27,CHAMPION,7KCAB,CHAMPION 7KCAB,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20101130X12357,2010-11-28,PIPER,PA-34-200T,PIPER PA-34-200T,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Personal,Substantial
20101130X15336,2010-11-28,AVIAT AIRCRAFT INC,A-1B,AVIAT AIRCRAFT INC A-1B,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101202X03134,2010-11-28,BOEING,747,BOEING 747,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,UNKNOWN,,Unknown,
20101130X23757,2010-11-30,MAULE,M-5-180C,MAULE M-5-180C,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Personal,Destroyed
20101130X64248,2010-11-30,EMBRAER,EMB-135LR,EMBRAER EMB-135LR,Airplane,Non-Fatal,0.0,9.0,1.0,19.0,IMC,,Unknown,
20101130X83110,2010-11-30,BEECH,A36,BEECH A36,Airplane,Fatal,1.0,0.0,0.0,0.0,IMC,,Personal,Substantial
20101201X51139,2010-12-01,PIPER,PA 28-181,PIPER PA 28-181,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Instructional,Substantial
20101201X74125,2010-12-01,TAYLORCRAFT,BC-65,TAYLORCRAFT BC-65,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,VMC,,Instructional,Minor
20101201X83220,2010-12-01,CESSNA,560XL,CESSNA 560XL,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Unknown,
20101206X61618,2010-12-01,BOEING,737-823,BOEING 737-823,Airplane,Non-Fatal,0.0,0.0,0.0,111.0,UNKNOWN,,Unknown,Minor
20101206X04031,2010-12-01,CESSNA,F150,CESSNA F150,Airplane,Fatal,1.0,0.0,0.0,0.0,UNKNOWN,,Personal,Substantial
20101202X53838,2010-12-02,BELLANCA,7KCAB,BELLANCA 7KCAB,Airplane,Non-Fatal,0.0,1.0,0.0,1.0,VMC,,Instructional,Substantial
20101202X94844,2010-12-02,CESSNA,180,CESSNA 180,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101207X14639,2010-12-02,AIR TRACTOR INC,AT-602,AIR TRACTOR INC AT-602,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20101210X55810,2010-12-02,CESSNA,172R,CESSNA 172R,Airplane,,0.0,0.0,0.0,0.0,VMC,,Unknown,Substantial
20101203X90900,2010-12-03,BOEING,767,BOEING 767,Airplane,Non-Fatal,0.0,2.0,1.0,181.0,VMC,,Unknown,
20101209X94036,2010-12-03,BEECH,95-C55,BEECH 95-C55,Airplane,Non-Fatal,0.0,1.0,1.0,0.0,VMC,,Personal,Substantial
20101204X12720,2010-12-04,PIPER,PA-28-140,PIPER PA-28-140,Airplane,Fatal,1.0,0.0,1.0,0.0,VMC,,Personal,Substantial
20101205X13612,2010-12-04,PIPER,PA-18-150,PIPER PA-18-150,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101207X95916,2010-12-04,PIPER,PA 46-350P,PIPER PA 46-350P,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,VMC,,Personal,Substantial
20101205X84429,2010-12-05,CESSNA,U206G,CESSNA U206G,Airplane,Fatal,2.0,0.0,2.0,0.0,VMC,,Personal,Substantial
20101208X40921,2010-12-05,BOMBARDIER INC,CL-600-2C10,BOMBARDIER INC CL-600-2C10,Airplane,Non-Fatal,0.0,0.0,0.0,37.0,VMC,,Unknown,Substantial
20101205X12146,2010-12-06,CESSNA,T210M,CESSNA T210M,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,IMC,,Personal,Substantial
20101208X01208,2010-12-06,BOEING,777,BOEING 777,Airplane,Non-Fatal,0.0,0.0,0.0,137.0,UNKNOWN,,Unknown,
20101209X10434,2010-12-07,CESSNA,172S,CESSNA 172S,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20101222X45437,2010-12-07,CESSNA,177B,CESSNA 177B,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Personal,Substantial
20101208X00511,2010-12-08,ROBINSON HELICOPTER COMPANY,R44 II,ROBINSON HELICOPTER COMPANY R44 II,Helicopter,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20101208X25632,2010-12-08,BELL,206L-3,BELL 206L-3,Helicopter,Non-Fatal,0.0,0.0,1.0,0.0,VMC,,Other Work Use,Substantial
20101208X83657,2010-12-08,ROBINSON HELICOPTER,R44,ROBINSON HELICOPTER R44,Helicopter,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Other Work Use,Substantial
20101214X03915,2010-12-08,PIPER,PA-32R-301T,PIPER PA-32R-301T,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Personal,Destroyed
20101217X12037,2010-12-08,DIAMOND AIRCRAFT IND INC,DA 40,DIAMOND AIRCRAFT IND INC DA 40,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Minor
20110104X44845,2010-12-08,PIPER,PA-28-181,PIPER PA-28-181,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20110113X40141,2010-12-08,BOEING,B737,BOEING B737,Airplane,Non-Fatal,0.0,0.0,0.0,125.0,UNKNOWN,,Unknown,
20101210X92343,2010-12-09,BOEING,737-832,BOEING 737-832,Airplane,Non-Fatal,0.0,0.0,0.0,92.0,VMC,,Unknown,
20101213X65626,2010-12-09,ROBINSON,R22,ROBINSON R22,Helicopter,Fatal,2.0,0.0,0.0,0.0,VMC,,Personal,Destroyed
20101213X72824,2010-12-09,CESSNA,750,CESSNA 750,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,UNKNOWN,,Unknown,Substantial
20101214X45509,2010-12-09,BEECH,95-B55,BEECH 95-B55,Airplane,Fatal,4.0,0.0,1.0,0.0,UNKNOWN,,Personal,Destroyed
20101210X32327,2010-12-10,PIPER,PA-28-140,PIPER PA-28-140,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20101210X72430,2010-12-10,BELL,206B,BELL 206B,Helicopter,Non-Fatal,0.0,1.0,0.0,2.0,VMC,,Unknown,Substantial
20101220X51922,2010-12-10,BEECH,300,BEECH 300,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20101211X70628,2010-12-11,AERONCA,7CCM,AERONCA 7CCM,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20101211X85133,2010-12-11,MOONEY,M20J,MOONEY M20J,Airplane,Non-Fatal,0.0,0.0,1.0,1.0,VMC,,Instructional,Substantial
20101213X54005,2010-12-11,SCHWEIZER,SGS 1-23D,SCHWEIZER SGS 1-23D,Glider,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Personal,Substantial
20101222X92419,2010-12-11,CESSNA,170B,CESSNA 170B,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20110608X20654,2010-12-12,BOEING,747,BOEING 747,Airplane,Non-Fatal,0.0,0.0,0.0,23.0,UNKNOWN,,Unknown,Minor
20101214X72447,2010-12-12,CESSNA,177,CESSNA 177,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20101213X94250,2010-12-13,TAYLORCRAFT,BC12-65,TAYLORCRAFT BC12-65,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,VMC,,Personal,Substantial
